Nama,Umur,Kota,Profesi
Nama12414,44,Kota4,Profesi4
Nama12415,45,Kota5,Profesi0
Nama12416,46,Kota6,Profesi1
Nama12417,47,Kota7,Profesi2
Nama12418,48,Kota8,Profesi3
Nama12419,49,Kota9,Profesi4
Nama12420,20,Kota0,Profesi0
Nama12421,21,Kota1,Profesi1
Nama12422,22,Kota2,Profesi2
Nama12423,23,Kota3,Profesi3
Nama12424,24,Kota4,Profesi4
Nama12425,25,Kota5,Profesi0
Nama12426,26,Kota6,Profesi1
Nama12427,27,Kota7,Profesi2
Nama12428,28,Kota8,Profesi3
Nama12429,29,Kota9,Profesi4
Nama12430,30,Kota0,Profesi0
Nama12431,31,Kota1,Profesi1
Nama12432,32,Kota2,Profesi2
Nama12433,33,Kota3,Profesi3
Nama12434,34,Kota4,Profesi4
Nama12435,35,Kota5,Profesi0
Nama12436,36,Kota6,Profesi1
Nama12437,37,Kota7,Profesi2
Nama12438,38,Kota8,Profesi3
Nama12439,39,Kota9,Profesi4
Nama12440,40,Kota0,Profesi0
Nama12441,41,Kota1,Profesi1
Nama12442,42,Kota2,Profesi2
Nama12443,43,Kota3,Profesi3
Nama12444,44,Kota4,Profesi4
Nama12445,45,Kota5,Profesi0
Nama12446,46,Kota6,Profesi1
Nama12447,47,Kota7,Profesi2
Nama12448,48,Kota8,Profesi3
Nama12449,49,Kota9,Profesi4
Nama12450,20,Kota0,Profesi0
Nama12451,21,Kota1,Profesi1
Nama12452,22,Kota2,Profesi2
Nama12453,23,Kota3,Profesi3
Nama12454,24,Kota4,Profesi4
Nama12455,25,Kota5,Profesi0
Nama12456,26,Kota6,Profesi1
Nama12457,27,Kota7,Profesi2
Nama12458,28,Kota8,Profesi3
Nama12459,29,Kota9,Profesi4
Nama12460,30,Kota0,Profesi0
Nama12461,31,Kota1,Profesi1
Nama12462,32,Kota2,Profesi2
Nama12463,33,Kota3,Profesi3
Nama12464,34,Kota4,Profesi4
Nama12465,35,Kota5,Profesi0
Nama12466,36,Kota6,Profesi1
Nama12467,37,Kota7,Profesi2
Nama12468,38,Kota8,Profesi3
Nama12469,39,Kota9,Profesi4
Nama12470,40,Kota0,Profesi0
Nama12471,41,Kota1,Profesi1
Nama12472,42,Kota2,Profesi2
Nama12473,43,Kota3,Profesi3
Nama12474,44,Kota4,Profesi4
Nama12475,45,Kota5,Profesi0
Nama12476,46,Kota6,Profesi1
Nama12477,47,Kota7,Profesi2
Nama12478,48,Kota8,Profesi3
Nama12479,49,Kota9,Profesi4
Nama12480,20,Kota0,Profesi0
Nama12481,21,Kota1,Profesi1
Nama12482,22,Kota2,Profesi2
Nama12483,23,Kota3,Profesi3
Nama12484,24,Kota4,Profesi4
Nama12485,25,Kota5,Profesi0
Nama12486,26,Kota6,Profesi1
Nama12487,27,Kota7,Profesi2
Nama12488,28,Kota8,Profesi3
Nama12489,29,Kota9,Profesi4
Nama12490,30,Kota0,Profesi0
Nama12491,31,Kota1,Profesi1
Nama12492,32,Kota2,Profesi2
Nama12493,33,Kota3,Profesi3
Nama12494,34,Kota4,Profesi4
Nama12495,35,Kota5,Profesi0
Nama12496,36,Kota6,Profesi1
Nama12497,37,Kota7,Profesi2
Nama12498,38,Kota8,Profesi3
Nama12499,39,Kota9,Profesi4
Nama12500,40,Kota0,Profesi0
Nama12501,41,Kota1,Profesi1
Nama12502,42,Kota2,Profesi2
Nama12503,43,Kota3,Profesi3
Nama12504,44,Kota4,Profesi4
Nama12505,45,Kota5,Profesi0
Nama12506,46,Kota6,Profesi1
Nama12507,47,Kota7,Profesi2
Nama12508,48,Kota8,Profesi3
Nama12509,49,Kota9,Profesi4
Nama12510,20,Kota0,Profesi0
Nama12511,21,Kota1,Profesi1
Nama12512,22,Kota2,Profesi2
Nama12513,23,Kota3,Profesi3
Nama12514,24,Kota4,Profesi4
Nama12515,25,Kota5,Profesi0
Nama12516,26,Kota6,Profesi1
Nama12517,27,Kota7,Profesi2
Nama12518,28,Kota8,Profesi3
Nama12519,29,Kota9,Profesi4
Nama12520,30,Kota0,Profesi0
Nama12521,31,Kota1,Profesi1
Nama12522,32,Kota2,Profesi2
Nama12523,33,Kota3,Profesi3
Nama12524,34,Kota4,Profesi4
Nama12525,35,Kota5,Profesi0
Nama12526,36,Kota6,Profesi1
Nama12527,37,Kota7,Profesi2
Nama12528,38,Kota8,Profesi3
Nama12529,39,Kota9,Profesi4
Nama12530,40,Kota0,Profesi0
Nama12531,41,Kota1,Profesi1
Nama12532,42,Kota2,Profesi2
Nama12533,43,Kota3,Profesi3
Nama12534,44,Kota4,Profesi4
Nama12535,45,Kota5,Profesi0
Nama12536,46,Kota6,Profesi1
Nama12537,47,Kota7,Profesi2
Nama12538,48,Kota8,Profesi3
Nama12539,49,Kota9,Profesi4
Nama12540,20,Kota0,Profesi0
Nama12541,21,Kota1,Profesi1
Nama12542,22,Kota2,Profesi2
Nama12543,23,Kota3,Profesi3
Nama12544,24,Kota4,Profesi4
Nama12545,25,Kota5,Profesi0
Nama12546,26,Kota6,Profesi1
Nama12547,27,Kota7,Profesi2
Nama12548,28,Kota8,Profesi3
Nama12549,29,Kota9,Profesi4
Nama12550,30,Kota0,Profesi0
Nama12551,31,Kota1,Profesi1
Nama12552,32,Kota2,Profesi2
Nama12553,33,Kota3,Profesi3
Nama12554,34,Kota4,Profesi4
Nama12555,35,Kota5,Profesi0
Nama12556,36,Kota6,Profesi1
Nama12557,37,Kota7,Profesi2
Nama12558,38,Kota8,Profesi3
Nama12559,39,Kota9,Profesi4
Nama12560,40,Kota0,Profesi0
Nama12561,41,Kota1,Profesi1
Nama12562,42,Kota2,Profesi2
Nama12563,43,Kota3,Profesi3
Nama12564,44,Kota4,Profesi4
Nama12565,45,Kota5,Profesi0
Nama12566,46,Kota6,Profesi1
Nama12567,47,Kota7,Profesi2
Nama12568,48,Kota8,Profesi3
Nama12569,49,Kota9,Profesi4
Nama12570,20,Kota0,Profesi0
Nama12571,21,Kota1,Profesi1
Nama12572,22,Kota2,Profesi2
Nama12573,23,Kota3,Profesi3
Nama12574,24,Kota4,Profesi4
Nama12575,25,Kota5,Profesi0
Nama12576,26,Kota6,Profesi1
Nama12577,27,Kota7,Profesi2
Nama12578,28,Kota8,Profesi3
Nama12579,29,Kota9,Profesi4
Nama12580,30,Kota0,Profesi0
Nama12581,31,Kota1,Profesi1
Nama12582,32,Kota2,Profesi2
Nama12583,33,Kota3,Profesi3
Nama12584,34,Kota4,Profesi4
Nama12585,35,Kota5,Profesi0
Nama12586,36,Kota6,Profesi1
Nama12587,37,Kota7,Profesi2
Nama12588,38,Kota8,Profesi3
Nama12589,39,Kota9,Profesi4
Nama12590,40,Kota0,Profesi0
Nama12591,41,Kota1,Profesi1
Nama12592,42,Kota2,Profesi2
Nama12593,43,Kota3,Profesi3
Nama12594,44,Kota4,Profesi4
Nama12595,45,Kota5,Profesi0
Nama12596,46,Kota6,Profesi1
Nama12597,47,Kota7,Profesi2
Nama12598,48,Kota8,Profesi3
Nama12599,49,Kota9,Profesi4
Nama12600,20,Kota0,Profesi0
Nama12601,21,Kota1,Profesi1
Nama12602,22,Kota2,Profesi2
Nama12603,23,Kota3,Profesi3
Nama12604,24,Kota4,Profesi4
Nama12605,25,Kota5,Profesi0
Nama12606,26,Kota6,Profesi1
Nama12607,27,Kota7,Profesi2
Nama12608,28,Kota8,Profesi3
Nama12609,29,Kota9,Profesi4
Nama12610,30,Kota0,Profesi0
Nama12611,31,Kota1,Profesi1
Nama12612,32,Kota2,Profesi2
Nama12613,33,Kota3,Profesi3
Nama12614,34,Kota4,Profesi4
Nama12615,35,Kota5,Profesi0
Nama12616,36,Kota6,Profesi1
Nama12617,37,Kota7,Profesi2
Nama12618,38,Kota8,Profesi3
Nama12619,39,Kota9,Profesi4
Nama12620,40,Kota0,Profesi0
Nama12621,41,Kota1,Profesi1
Nama12622,42,Kota2,Profesi2
Nama12623,43,Kota3,Profesi3
Nama12624,44,Kota4,Profesi4
Nama12625,45,Kota5,Profesi0
Nama12626,46,Kota6,Profesi1
Nama12627,47,Kota7,Profesi2
Nama12628,48,Kota8,Profesi3
Nama12629,49,Kota9,Profesi4
Nama12630,20,Kota0,Profesi0
Nama12631,21,Kota1,Profesi1
Nama12632,22,Kota2,Profesi2
Nama12633,23,Kota3,Profesi3
Nama12634,24,Kota4,Profesi4
Nama12635,25,Kota5,Profesi0
Nama12636,26,Kota6,Profesi1
Nama12637,27,Kota7,Profesi2
Nama12638,28,Kota8,Profesi3
Nama12639,29,Kota9,Profesi4
Nama12640,30,Kota0,Profesi0
Nama12641,31,Kota1,Profesi1
Nama12642,32,Kota2,Profesi2
Nama12643,33,Kota3,Profesi3
Nama12644,34,Kota4,Profesi4
Nama12645,35,Kota5,Profesi0
Nama12646,36,Kota6,Profesi1
Nama12647,37,Kota7,Profesi2
Nama12648,38,Kota8,Profesi3
Nama12649,39,Kota9,Profesi4
Nama12650,40,Kota0,Profesi0
Nama12651,41,Kota1,Profesi1
Nama12652,42,Kota2,Profesi2
Nama12653,43,Kota3,Profesi3
Nama12654,44,Kota4,Profesi4
Nama12655,45,Kota5,Profesi0
Nama12656,46,Kota6,Profesi1
Nama12657,47,Kota7,Profesi2
Nama12658,48,Kota8,Profesi3
Nama12659,49,Kota9,Profesi4
Nama12660,20,Kota0,Profesi0
Nama12661,21,Kota1,Profesi1
Nama12662,22,Kota2,Profesi2
Nama12663,23,Kota3,Profesi3
Nama12664,24,Kota4,Profesi4
Nama12665,25,Kota5,Profesi0
Nama12666,26,Kota6,Profesi1
Nama12667,27,Kota7,Profesi2
Nama12668,28,Kota8,Profesi3
Nama12669,29,Kota9,Profesi4
Nama12670,30,Kota0,Profesi0
Nama12671,31,Kota1,Profesi1
Nama12672,32,Kota2,Profesi2
Nama12673,33,Kota3,Profesi3
Nama12674,34,Kota4,Profesi4
Nama12675,35,Kota5,Profesi0
Nama12676,36,Kota6,Profesi1
Nama12677,37,Kota7,Profesi2
Nama12678,38,Kota8,Profesi3
Nama12679,39,Kota9,Profesi4
Nama12680,40,Kota0,Profesi0
Nama12681,41,Kota1,Profesi1
Nama12682,42,Kota2,Profesi2
Nama12683,43,Kota3,Profesi3
Nama12684,44,Kota4,Profesi4
Nama12685,45,Kota5,Profesi0
Nama12686,46,Kota6,Profesi1
Nama12687,47,Kota7,Profesi2
Nama12688,48,Kota8,Profesi3
Nama12689,49,Kota9,Profesi4
Nama12690,20,Kota0,Profesi0
Nama12691,21,Kota1,Profesi1
Nama12692,22,Kota2,Profesi2
Nama12693,23,Kota3,Profesi3
Nama12694,24,Kota4,Profesi4
Nama12695,25,Kota5,Profesi0
Nama12696,26,Kota6,Profesi1
Nama12697,27,Kota7,Profesi2
Nama12698,28,Kota8,Profesi3
Nama12699,29,Kota9,Profesi4
Nama12700,30,Kota0,Profesi0
Nama12701,31,Kota1,Profesi1
Nama12702,32,Kota2,Profesi2
Nama12703,33,Kota3,Profesi3
Nama12704,34,Kota4,Profesi4
Nama12705,35,Kota5,Profesi0
Nama12706,36,Kota6,Profesi1
Nama12707,37,Kota7,Profesi2
Nama12708,38,Kota8,Profesi3
Nama12709,39,Kota9,Profesi4
Nama12710,40,Kota0,Profesi0
Nama12711,41,Kota1,Profesi1
Nama12712,42,Kota2,Profesi2
Nama12713,43,Kota3,Profesi3
Nama12714,44,Kota4,Profesi4
Nama12715,45,Kota5,Profesi0
Nama12716,46,Kota6,Profesi1
Nama12717,47,Kota7,Profesi2
Nama12718,48,Kota8,Profesi3
Nama12719,49,Kota9,Profesi4
Nama12720,20,Kota0,Profesi0
Nama12721,21,Kota1,Profesi1
Nama12722,22,Kota2,Profesi2
Nama12723,23,Kota3,Profesi3
Nama12724,24,Kota4,Profesi4
Nama12725,25,Kota5,Profesi0
Nama12726,26,Kota6,Profesi1
Nama12727,27,Kota7,Profesi2
Nama12728,28,Kota8,Profesi3
Nama12729,29,Kota9,Profesi4
Nama12730,30,Kota0,Profesi0
Nama12731,31,Kota1,Profesi1
Nama12732,32,Kota2,Profesi2
Nama12733,33,Kota3,Profesi3
Nama12734,34,Kota4,Profesi4
Nama12735,35,Kota5,Profesi0
Nama12736,36,Kota6,Profesi1
Nama12737,37,Kota7,Profesi2
Nama12738,38,Kota8,Profesi3
Nama12739,39,Kota9,Profesi4
Nama12740,40,Kota0,Profesi0
Nama12741,41,Kota1,Profesi1
Nama12742,42,Kota2,Profesi2
Nama12743,43,Kota3,Profesi3
Nama12744,44,Kota4,Profesi4
Nama12745,45,Kota5,Profesi0
Nama12746,46,Kota6,Profesi1
Nama12747,47,Kota7,Profesi2
Nama12748,48,Kota8,Profesi3
Nama12749,49,Kota9,Profesi4
Nama12750,20,Kota0,Profesi0
Nama12751,21,Kota1,Profesi1
Nama12752,22,Kota2,Profesi2
Nama12753,23,Kota3,Profesi3
Nama12754,24,Kota4,Profesi4
Nama12755,25,Kota5,Profesi0
Nama12756,26,Kota6,Profesi1
Nama12757,27,Kota7,Profesi2
Nama12758,28,Kota8,Profesi3
Nama12759,29,Kota9,Profesi4
Nama12760,30,Kota0,Profesi0
Nama12761,31,Kota1,Profesi1
Nama12762,32,Kota2,Profesi2
Nama12763,33,Kota3,Profesi3
Nama12764,34,Kota4,Profesi4
Nama12765,35,Kota5,Profesi0
Nama12766,36,Kota6,Profesi1
Nama12767,37,Kota7,Profesi2
Nama12768,38,Kota8,Profesi3
Nama12769,39,Kota9,Profesi4
Nama12770,40,Kota0,Profesi0
Nama12771,41,Kota1,Profesi1
Nama12772,42,Kota2,Profesi2
Nama12773,43,Kota3,Profesi3
Nama12774,44,Kota4,Profesi4
Nama12775,45,Kota5,Profesi0
Nama12776,46,Kota6,Profesi1
Nama12777,47,Kota7,Profesi2
Nama12778,48,Kota8,Profesi3
Nama12779,49,Kota9,Profesi4
Nama12780,20,Kota0,Profesi0
Nama12781,21,Kota1,Profesi1
Nama12782,22,Kota2,Profesi2
Nama12783,23,Kota3,Profesi3
Nama12784,24,Kota4,Profesi4
Nama12785,25,Kota5,Profesi0
Nama12786,26,Kota6,Profesi1
Nama12787,27,Kota7,Profesi2
Nama12788,28,Kota8,Profesi3
Nama12789,29,Kota9,Profesi4
Nama12790,30,Kota0,Profesi0
Nama12791,31,Kota1,Profesi1
Nama12792,32,Kota2,Profesi2
Nama12793,33,Kota3,Profesi3
Nama12794,34,Kota4,Profesi4
Nama12795,35,Kota5,Profesi0
Nama12796,36,Kota6,Profesi1
Nama12797,37,Kota7,Profesi2
Nama12798,38,Kota8,Profesi3
Nama12799,39,Kota9,Profesi4
Nama12800,40,Kota0,Profesi0
Nama12801,41,Kota1,Profesi1
Nama12802,42,Kota2,Profesi2
Nama12803,43,Kota3,Profesi3
Nama12804,44,Kota4,Profesi4
Nama12805,45,Kota5,Profesi0
Nama12806,46,Kota6,Profesi1
Nama12807,47,Kota7,Profesi2
Nama12808,48,Kota8,Profesi3
Nama12809,49,Kota9,Profesi4
Nama12810,20,Kota0,Profesi0
Nama12811,21,Kota1,Profesi1
Nama12812,22,Kota2,Profesi2
Nama12813,23,Kota3,Profesi3
Nama12814,24,Kota4,Profesi4
Nama12815,25,Kota5,Profesi0
Nama12816,26,Kota6,Profesi1
Nama12817,27,Kota7,Profesi2
Nama12818,28,Kota8,Profesi3
Nama12819,29,Kota9,Profesi4
Nama12820,30,Kota0,Profesi0
Nama12821,31,Kota1,Profesi1
Nama12822,32,Kota2,Profesi2
Nama12823,33,Kota3,Profesi3
Nama12824,34,Kota4,Profesi4
Nama12825,35,Kota5,Profesi0
Nama12826,36,Kota6,Profesi1
Nama12827,37,Kota7,Profesi2
Nama12828,38,Kota8,Profesi3
Nama12829,39,Kota9,Profesi4
Nama12830,40,Kota0,Profesi0
Nama12831,41,Kota1,Profesi1
Nama12832,42,Kota2,Profesi2
Nama12833,43,Kota3,Profesi3
Nama12834,44,Kota4,Profesi4
Nama12835,45,Kota5,Profesi0
Nama12836,46,Kota6,Profesi1
Nama12837,47,Kota7,Profesi2
Nama12838,48,Kota8,Profesi3
Nama12839,49,Kota9,Profesi4
Nama12840,20,Kota0,Profesi0
Nama12841,21,Kota1,Profesi1
Nama12842,22,Kota2,Profesi2
Nama12843,23,Kota3,Profesi3
Nama12844,24,Kota4,Profesi4
Nama12845,25,Kota5,Profesi0
Nama12846,26,Kota6,Profesi1
Nama12847,27,Kota7,Profesi2
Nama12848,28,Kota8,Profesi3
Nama12849,29,Kota9,Profesi4
Nama12850,30,Kota0,Profesi0
Nama12851,31,Kota1,Profesi1
Nama12852,32,Kota2,Profesi2
Nama12853,33,Kota3,Profesi3
Nama12854,34,Kota4,Profesi4
Nama12855,35,Kota5,Profesi0
Nama12856,36,Kota6,Profesi1
Nama12857,37,Kota7,Profesi2
Nama12858,38,Kota8,Profesi3
Nama12859,39,Kota9,Profesi4
Nama12860,40,Kota0,Profesi0
Nama12861,41,Kota1,Profesi1
Nama12862,42,Kota2,Profesi2
Nama12863,43,Kota3,Profesi3
Nama12864,44,Kota4,Profesi4
Nama12865,45,Kota5,Profesi0
Nama12866,46,Kota6,Profesi1
Nama12867,47,Kota7,Profesi2
Nama12868,48,Kota8,Profesi3
Nama12869,49,Kota9,Profesi4
Nama12870,20,Kota0,Profesi0
Nama12871,21,Kota1,Profesi1
Nama12872,22,Kota2,Profesi2
Nama12873,23,Kota3,Profesi3
Nama12874,24,Kota4,Profesi4
Nama12875,25,Kota5,Profesi0
Nama12876,26,Kota6,Profesi1
Nama12877,27,Kota7,Profesi2
Nama12878,28,Kota8,Profesi3
Nama12879,29,Kota9,Profesi4
Nama12880,30,Kota0,Profesi0
Nama12881,31,Kota1,Profesi1
Nama12882,32,Kota2,Profesi2
Nama12883,33,Kota3,Profesi3
Nama12884,34,Kota4,Profesi4
Nama12885,35,Kota5,Profesi0
Nama12886,36,Kota6,Profesi1
Nama12887,37,Kota7,Profesi2
Nama12888,38,Kota8,Profesi3
Nama12889,39,Kota9,Profesi4
Nama12890,40,Kota0,Profesi0
Nama12891,41,Kota1,Profesi1
Nama12892,42,Kota2,Profesi2
Nama12893,43,Kota3,Profesi3
Nama12894,44,Kota4,Profesi4
Nama12895,45,Kota5,Profesi0
Nama12896,46,Kota6,Profesi1
Nama12897,47,Kota7,Profesi2
Nama12898,48,Kota8,Profesi3
Nama12899,49,Kota9,Profesi4
Nama12900,20,Kota0,Profesi0
Nama12901,21,Kota1,Profesi1
Nama12902,22,Kota2,Profesi2
Nama12903,23,Kota3,Profesi3
Nama12904,24,Kota4,Profesi4
Nama12905,25,Kota5,Profesi0
Nama12906,26,Kota6,Profesi1
Nama12907,27,Kota7,Profesi2
Nama12908,28,Kota8,Profesi3
Nama12909,29,Kota9,Profesi4
Nama12910,30,Kota0,Profesi0
Nama12911,31,Kota1,Profesi1
Nama12912,32,Kota2,Profesi2
Nama12913,33,Kota3,Profesi3
Nama12914,34,Kota4,Profesi4
Nama12915,35,Kota5,Profesi0
Nama12916,36,Kota6,Profesi1
Nama12917,37,Kota7,Profesi2
Nama12918,38,Kota8,Profesi3
Nama12919,39,Kota9,Profesi4
Nama12920,40,Kota0,Profesi0
Nama12921,41,Kota1,Profesi1
Nama12922,42,Kota2,Profesi2
Nama12923,43,Kota3,Profesi3
Nama12924,44,Kota4,Profesi4
Nama12925,45,Kota5,Profesi0
Nama12926,46,Kota6,Profesi1
Nama12927,47,Kota7,Profesi2
Nama12928,48,Kota8,Profesi3
Nama12929,49,Kota9,Profesi4
Nama12930,20,Kota0,Profesi0
Nama12931,21,Kota1,Profesi1
Nama12932,22,Kota2,Profesi2
Nama12933,23,Kota3,Profesi3
Nama12934,24,Kota4,Profesi4
Nama12935,25,Kota5,Profesi0
Nama12936,26,Kota6,Profesi1
Nama12937,27,Kota7,Profesi2
Nama12938,28,Kota8,Profesi3
Nama12939,29,Kota9,Profesi4
Nama12940,30,Kota0,Profesi0
Nama12941,31,Kota1,Profesi1
Nama12942,32,Kota2,Profesi2
Nama12943,33,Kota3,Profesi3
Nama12944,34,Kota4,Profesi4
Nama12945,35,Kota5,Profesi0
Nama12946,36,Kota6,Profesi1
Nama12947,37,Kota7,Profesi2
Nama12948,38,Kota8,Profesi3
Nama12949,39,Kota9,Profesi4
Nama12950,40,Kota0,Profesi0
Nama12951,41,Kota1,Profesi1
Nama12952,42,Kota2,Profesi2
Nama12953,43,Kota3,Profesi3
Nama12954,44,Kota4,Profesi4
Nama12955,45,Kota5,Profesi0
Nama12956,46,Kota6,Profesi1
Nama12957,47,Kota7,Profesi2
Nama12958,48,Kota8,Profesi3
Nama12959,49,Kota9,Profesi4
Nama12960,20,Kota0,Profesi0
Nama12961,21,Kota1,Profesi1
Nama12962,22,Kota2,Profesi2
Nama12963,23,Kota3,Profesi3
Nama12964,24,Kota4,Profesi4
Nama12965,25,Kota5,Profesi0
Nama12966,26,Kota6,Profesi1
Nama12967,27,Kota7,Profesi2
Nama12968,28,Kota8,Profesi3
Nama12969,29,Kota9,Profesi4
Nama12970,30,Kota0,Profesi0
Nama12971,31,Kota1,Profesi1
Nama12972,32,Kota2,Profesi2
Nama12973,33,Kota3,Profesi3
Nama12974,34,Kota4,Profesi4
Nama12975,35,Kota5,Profesi0
Nama12976,36,Kota6,Profesi1
Nama12977,37,Kota7,Profesi2
Nama12978,38,Kota8,Profesi3
Nama12979,39,Kota9,Profesi4
Nama12980,40,Kota0,Profesi0
Nama12981,41,Kota1,Profesi1
Nama12982,42,Kota2,Profesi2
Nama12983,43,Kota3,Profesi3
Nama12984,44,Kota4,Profesi4
Nama12985,45,Kota5,Profesi0
Nama12986,46,Kota6,Profesi1
Nama12987,47,Kota7,Profesi2
Nama12988,48,Kota8,Profesi3
Nama12989,49,Kota9,Profesi4
Nama12990,20,Kota0,Profesi0
Nama12991,21,Kota1,Profesi1
Nama12992,22,Kota2,Profesi2
Nama12993,23,Kota3,Profesi3
Nama12994,24,Kota4,Profesi4
Nama12995,25,Kota5,Profesi0
Nama12996,26,Kota6,Profesi1
Nama12997,27,Kota7,Profesi2
Nama12998,28,Kota8,Profesi3
Nama12999,29,Kota9,Profesi4
Nama13000,30,Kota0,Profesi0
Nama13001,31,Kota1,Profesi1
Nama13002,32,Kota2,Profesi2
Nama13003,33,Kota3,Profesi3
Nama13004,34,Kota4,Profesi4
Nama13005,35,Kota5,Profesi0
Nama13006,36,Kota6,Profesi1
Nama13007,37,Kota7,Profesi2
Nama13008,38,Kota8,Profesi3
Nama13009,39,Kota9,Profesi4
Nama13010,40,Kota0,Profesi0
Nama13011,41,Kota1,Profesi1
Nama13012,42,Kota2,Profesi2
Nama13013,43,Kota3,Profesi3
Nama13014,44,Kota4,Profesi4
Nama13015,45,Kota5,Profesi0
Nama13016,46,Kota6,Profesi1
Nama13017,47,Kota7,Profesi2
Nama13018,48,Kota8,Profesi3
Nama13019,49,Kota9,Profesi4
Nama13020,20,Kota0,Profesi0
Nama13021,21,Kota1,Profesi1
Nama13022,22,Kota2,Profesi2
Nama13023,23,Kota3,Profesi3
Nama13024,24,Kota4,Profesi4
Nama13025,25,Kota5,Profesi0
Nama13026,26,Kota6,Profesi1
Nama13027,27,Kota7,Profesi2
Nama13028,28,Kota8,Profesi3
Nama13029,29,Kota9,Profesi4
Nama13030,30,Kota0,Profesi0
Nama13031,31,Kota1,Profesi1
Nama13032,32,Kota2,Profesi2
Nama13033,33,Kota3,Profesi3
Nama13034,34,Kota4,Profesi4
Nama13035,35,Kota5,Profesi0
Nama13036,36,Kota6,Profesi1
Nama13037,37,Kota7,Profesi2
Nama13038,38,Kota8,Profesi3
Nama13039,39,Kota9,Profesi4
Nama13040,40,Kota0,Profesi0
Nama13041,41,Kota1,Profesi1
Nama13042,42,Kota2,Profesi2
Nama13043,43,Kota3,Profesi3
Nama13044,44,Kota4,Profesi4
Nama13045,45,Kota5,Profesi0
Nama13046,46,Kota6,Profesi1
Nama13047,47,Kota7,Profesi2
Nama13048,48,Kota8,Profesi3
Nama13049,49,Kota9,Profesi4
Nama13050,20,Kota0,Profesi0
Nama13051,21,Kota1,Profesi1
Nama13052,22,Kota2,Profesi2
Nama13053,23,Kota3,Profesi3
Nama13054,24,Kota4,Profesi4
Nama13055,25,Kota5,Profesi0
Nama13056,26,Kota6,Profesi1
Nama13057,27,Kota7,Profesi2
Nama13058,28,Kota8,Profesi3
Nama13059,29,Kota9,Profesi4
Nama13060,30,Kota0,Profesi0
Nama13061,31,Kota1,Profesi1
Nama13062,32,Kota2,Profesi2
Nama13063,33,Kota3,Profesi3
Nama13064,34,Kota4,Profesi4
Nama13065,35,Kota5,Profesi0
Nama13066,36,Kota6,Profesi1
Nama13067,37,Kota7,Profesi2
Nama13068,38,Kota8,Profesi3
Nama13069,39,Kota9,Profesi4
Nama13070,40,Kota0,Profesi0
Nama13071,41,Kota1,Profesi1
Nama13072,42,Kota2,Profesi2
Nama13073,43,Kota3,Profesi3
Nama13074,44,Kota4,Profesi4
Nama13075,45,Kota5,Profesi0
Nama13076,46,Kota6,Profesi1
Nama13077,47,Kota7,Profesi2
Nama13078,48,Kota8,Profesi3
Nama13079,49,Kota9,Profesi4
Nama13080,20,Kota0,Profesi0
Nama13081,21,Kota1,Profesi1
Nama13082,22,Kota2,Profesi2
Nama13083,23,Kota3,Profesi3
Nama13084,24,Kota4,Profesi4
Nama13085,25,Kota5,Profesi0
Nama13086,26,Kota6,Profesi1
Nama13087,27,Kota7,Profesi2
Nama13088,28,Kota8,Profesi3
Nama13089,29,Kota9,Profesi4
Nama13090,30,Kota0,Profesi0
Nama13091,31,Kota1,Profesi1
Nama13092,32,Kota2,Profesi2
Nama13093,33,Kota3,Profesi3
Nama13094,34,Kota4,Profesi4
Nama13095,35,Kota5,Profesi0
Nama13096,36,Kota6,Profesi1
Nama13097,37,Kota7,Profesi2
Nama13098,38,Kota8,Profesi3
Nama13099,39,Kota9,Profesi4
Nama13100,40,Kota0,Profesi0
Nama13101,41,Kota1,Profesi1
Nama13102,42,Kota2,Profesi2
Nama13103,43,Kota3,Profesi3
Nama13104,44,Kota4,Profesi4
Nama13105,45,Kota5,Profesi0
Nama13106,46,Kota6,Profesi1
Nama13107,47,Kota7,Profesi2
Nama13108,48,Kota8,Profesi3
Nama13109,49,Kota9,Profesi4
Nama13110,20,Kota0,Profesi0
Nama13111,21,Kota1,Profesi1
Nama13112,22,Kota2,Profesi2
Nama13113,23,Kota3,Profesi3
Nama13114,24,Kota4,Profesi4
Nama13115,25,Kota5,Profesi0
Nama13116,26,Kota6,Profesi1
Nama13117,27,Kota7,Profesi2
Nama13118,28,Kota8,Profesi3
Nama13119,29,Kota9,Profesi4
Nama13120,30,Kota0,Profesi0
Nama13121,31,Kota1,Profesi1
Nama13122,32,Kota2,Profesi2
Nama13123,33,Kota3,Profesi3
Nama13124,34,Kota4,Profesi4
Nama13125,35,Kota5,Profesi0
Nama13126,36,Kota6,Profesi1
Nama13127,37,Kota7,Profesi2
Nama13128,38,Kota8,Profesi3
Nama13129,39,Kota9,Profesi4
Nama13130,40,Kota0,Profesi0
Nama13131,41,Kota1,Profesi1
Nama13132,42,Kota2,Profesi2
Nama13133,43,Kota3,Profesi3
Nama13134,44,Kota4,Profesi4
Nama13135,45,Kota5,Profesi0
Nama13136,46,Kota6,Profesi1
Nama13137,47,Kota7,Profesi2
Nama13138,48,Kota8,Profesi3
Nama13139,49,Kota9,Profesi4
Nama13140,20,Kota0,Profesi0
Nama13141,21,Kota1,Profesi1
Nama13142,22,Kota2,Profesi2
Nama13143,23,Kota3,Profesi3
Nama13144,24,Kota4,Profesi4
Nama13145,25,Kota5,Profesi0
Nama13146,26,Kota6,Profesi1
Nama13147,27,Kota7,Profesi2
Nama13148,28,Kota8,Profesi3
